,text,label,row_number
287,KUEHNE AND SLUMAN MAKE FORWARD MOVE Hank Kuehne and Jeff Sluman combined to fire a 10-under-par 62 and join Steve Flesch and Justin Leonard at the head of the Franklin Templeton Shootout leaderboard.,1,90017
288,NBA Wrap: Lakers Rally to Beat Rockets Lamar Odom supplemented 20 points with 13 rebounds and Kobe Bryant added 19 points to overcome a big night from Yao Ming as the Los Angeles Lakers ground out an 84-79 win over the Rockets in Houston Saturday.,1,90330
289,"Basque separatists signal end to 35 years of conflict Spain #39;s banned Batasuna party, widely considered the political mouthpiece of the armed Basque separatist group Eta, offered last night to open a process of negotiations and dialogue to achieve peace in the Basque country.",0,90643
290,Microsoft's Search  Falls Far Short of Google's Google engineers must have breathed a sigh of relief Thursday when rival Microsoft Corp. rolled out a new search engine that proved glitchy and failed to wow reviewers.,3,90956
291,"Factories ship fewer goods in September The value of goods shipped from Canada #39;s factories fell by 0.6 per cent in September, Statistics Canada reported Monday, a decline that came as a surprise to analysts who were expecting a slight gain.",2,91269
292,"Londons chances improve LONDON, Nov. 15. - Britains middle distance great Sebastian Coe, chairman of the London 2012 bid committee, insisted that the English capital has closed ground on leading rivals Paris and Madrid in its bid to host the Olympic Games.",1,91582
293,"Debt Doubles at Agency that Insures Pension Plans The federal agency that insures pension plans said yesterday that its deficit, already at the highest in its history, had doubled in its last fiscal year, to \$23.",2,91895
294,"Bermuda Firm Is Subpoenaed in Inquiry Into Insurers Ace Ltd., a big Bermuda insurer, is being investigated for its role in selling insurance that can smooth out volatile earnings.",2,92208
295,"Investors Sell Retailers, Stocks Fall  NEW YORK (Reuters) - Stocks fell on Tuesday, led by  declines in retail shares and news of a larger-than-expected  rise in U.S. producer prices last month that heightened  concerns of inflation and rising interest rates.",2,92521
296,"Take Firm Stand Against Chinese Incursions A nuclear submarine that recently intruded into Japanese waters has been confirmed as belonging to the Chinese Navy. On Friday, the government lodged a strong protest with China over its submarine #39;s incursion ",0,92834
297,"Colombia Rebels Kill 9 Officers in Ambush (AP) AP - Leftist rebels ambushed a police convoy Tuesday in northeastern Colombia, killing at least nine officers and wounding three others, authorities said. A 10th policeman was killed in a separate incident.",0,93147
298,"Vivendi Ups Forecast After Strong Quarter (Reuters) Reuters - France's largest media company, Vivendi\Universal, raised its 2004 earnings forecast as it reported a\19 percent increase in third-quarter underlying operating\profit, buoyed by a rebound in music and strong mobile phone\sales.",3,93460
299,"No. 7 Louisville Pummels Tulane, 55-7 (AP) AP - Stefan LeFors, who played high school ball in nearby Baton Rouge, threw for one touchdown and ran for another to lead No. 7 Louisville to a 55-7 victory over Tulane on Saturday.",1,93773
300,"Moscow details its 2012 Olympic bid Moscow has promised tight security, more than a dozen new sports facilities, mid-range hotel rooms and improvements in the city #39;s smog-belching traffic if it hosts the 2012 Olympic Games.",1,94086
301,"""Halo 2"" goes AWOL As if it wasn't tough enough being a soldier these days, the Army and Air Force Exchange Service has run out of copies of ""Halo 2."" Missing Links",3,94399
302,"2012 Olympics bids could hinge on politics, economics The fat  quot;Bid Books quot; for the 2012 Summer Olympics are in the money-grubbing hands of the International Olympic Committee.",1,94712
303,Exiles Add to Claims on Iran Nuclear Arms An opposition group said Iran bought blueprints for a nuclear bomb and obtained weapons-grade uranium on the black market.,0,95025
304,"WebMasterWorld Conference Coverage WebMasterWorld Conference Coverage\\I just wanted to let everyone know that I will be attending the WebmasterWorld's Conference. I hope to be able to provide the conference coverage I have in the past for this conference, I actually plan on it, so stay tuned. The conference begins tomorrow morning and ends ...",3,95338
305,W3C highlights Mobile Web Initiative at workshop Group seeks to make Web access for mobile device users as easy as it is for desktop users.,3,95651
306,"This weekend on TV, radio TODAY AUTO RACING 1:30 p.m. -- NASCAR Nextel Cup Ford 400 qualifying at Homestead, Fla., Speed Channel 3 p.m. -- NASCAR Craftsman Trucks Ford 200 at Homestead, Fla., Speed Channel COLLEGE BASKETBALL/MEN 5 p.m. -- Marist Classic at Poughkeepsie, N.Y.: Northeastern vs. Birmingham Southern, WRBB-FM (104.9) 7 p.m. -- Coaches vs. Cancer Classic third-place game at New York, ESPN2 7:30 ...",1,95964
307,"Tiger Takes A Stand On Ryder Cup Politics Tiger is upset that his buddy Mark O #39;Meara got passed over as 2006 Ryder Cup captain. Instead, PGA America picked Tom Lehman. Woods says that Lehman is a good choice but would be a good choice four years from ",1,96277
308,"Sharon, now a dear old softy, can only detract from Palestinian &lt;b&gt;...&lt;/b&gt; Israeli Prime Minister Ariel Sharon is not known for a kindly disposition toward the Palestinians, nor for a gentle approach to the issue of a Palestinian state.",0,96590
309,"Chile Police Clash With Summit Protesters More than 25,000 protesters marched through downtown Santiago on Friday, demonstrating against an economic summit of Pacific Rim leaders, the attendance of President Bush and the U.S.-led war in Iraq. Protests elsewhere turned violent and dozens were arrested.",0,96903
310,"Spurrier Keeps Quiet About S. Carolina Job (AP) AP - Steve Spurrier declined to talk about replacing the retiring Lou Holtz at South Carolina on Saturday, saying only he feels as if he has some coaching left in him and that nothing was official.",1,97216
311,"World #39;s oldest man dies at 113 NEW YORK -- Fred Hale Sr., the oldest man in the world, according to the Guinness Book of Records, has died less than two weeks shy of his 114th birthday.",1,97529
312,"Yuan peg to ease  #39;in stability #39; CHINESE President Hu Jintao told his US counterpart George W. Bush that Beijing planned to loosen the yuan #39;s decade-old peg to the dollar, but only under stable economic conditions, an official said.",2,97842
313,"Bush Job Plan Features Tax Cuts, Drilling (AP) AP - Hiring is picking up and President Bush is on track to preside over job growth in his second term, shedding the Herbert Hoover label of being the first president since the Great Depression to lose jobs under his watch. But don't expect a revival of the booming 1990s.",0,98155
314,"Bush Touts U.S.-Backed Anti-Drug Efforts (AP) AP - President Bush aims to highlight the benefits of American drug-fighting aid in Colombia and boost a conservative Latin American leader with a brief, security-laden stop in the Andean nation.",0,98468
315,"Police and FA to investigate racism allegations at Blackburn London, England (Sports Network) - Just four days after racist chants marred a friendly between England and Spain, Birmingham City says striker Dwight Yorke was racially abused during a match at Blackburn on Sunday.",1,98781
316,"Trump Goes For Broke He may be the star of a hit reality series, a best-selling author and a crack businessman to boot, but even Donald Trump has cash flow problems from time to time.",2,99094
317,"Briefs: US firms buy Baring Asset unit ING Groep, the largest Dutch financial services company, agreed Monday to sell London-based Baring Asset Management to two US buyers.",2,99407
318,"Pacers Season Tossed Into Doubt (AP) AP - After receiving some of the harshest penalties in NBA history for one of the worst brawls in U.S. sports history, the Indiana Pacers' deep and talented roster has been reduced from a title contender to rubble.",1,99720
319,"Eisner testimony countered Walt Disney Chairman George Mitchell said he was asked to become company president before the job was offered to Michael Ovitz, disputing testimony by CEO Michael Eisner.",2,100033
320,"Dechy, Golovin put France up 2-0 on Spain after singles MOSCOW -- Nathalie Dechy and Tatiana Golovin gave France a comfortable 2-0 lead in its Fed Cup semifinal against Spain after winning their opening singles Wednesday.",1,100346
321,"Casino pays \$28,000 for Holy toast An internet casino has purchased a grilled cheese sandwich on eBay that bears the image of the Virgin Mary. Despite being 10 years old and having one bite taken out of it, the slice of Heaven has, perhaps miraculously, stayed free of mould.",3,100659
322,"Blazers win 11th straight over Magic Playing their second game in as many nights in the opposite corner of the country, the Portland Trail Blazers fell behind early and then rallied to complete a Florida sweep.",1,100972
323,"Ageing time-tomb brings budget angst How #39;s your health? Feeling well? Expecting to live to a ripe old age? If the answers are yes, then economically speaking, you #39;re not helping.",2,101285
324,"Analysts want Ambani brothers to come clean on the ownership issue &lt;b&gt;...&lt;/b&gt; Business India: Mumbai, Nov 25 : A rift between the Ambani brothers who run the country #39;s business conglomerate - the Reliance Group - today spilled into the board room of power utility Reliance Energy Ltd.",2,101598
325,8 Slashed to Death in Chinese High School The unexplained attack is the latest and most serious in a series of such knifings that have alarmed the Chinese public and led police to reinforce security at schools and day-care centers.,0,101911
326,"Split Could Cost Iraqi Shiites Politically (AP) AP - As Iraq's Sunni Muslims ponder boycotting the Jan. 30 election and some press for a delay, the majority Shiite Muslims face another threat to their expected victory: a split in Shiite ranks that could cost them the chance to dominate the next parliament.",0,102224
327,"I helped free hostages, says ex-BBC cameraman A Kabul-based British hotelier and former BBC cameraman says that he acted as a go-between when a 830,000 ransom was offered to secure the release of three UN workers kidnapped in Afghanistan.",0,102537
328,Kostelic grabs 20th World Cup victory The same three smiling faces that stacked the podium following Fridays World Cup giant slalom were back on top Saturday after the first of two womens slalom races on Aspen Mountain.,1,102850
329,UPDATE 1-Briton Dodd wins maiden title in China Britain #39;s Stephen Dodd fired a four-under-par 68 to clinch his maiden European Tour title with a three-shot victory at the China Open on Sunday.,1,103163
330,UPDATE 2-Real crush Levante with second half goal salvo Real Madrid gave a stunning exhibition of finishing power to crush Levante 5-0 at the Bernabeu in the Primera Liga on Sunday. The home side had struggled to impose ,1,103476
331,"Indiana kicks aside Eagles BLOOMINGTON, Ind. -- Josh Tudela headed in a corner kick from Brian Plotkin in the 41st minute, lifting defending national champion Indiana to a 1-0 NCAA Division 1 soccer tournament win over Boston College yesterday.",1,103789
332,"Iran Uranium Program Resolution Passed Iran escaped U.N. censure over its nuclear program but Washington, which accuses it of seeking an atomic bomb, said on Monday it reserved the right to take the case to the Security Council on its own.",0,104102
333,"Progress made, but much to do to reach mine-free world, summit &lt;b&gt;...&lt;/b&gt; NAIROBI : Much has been done to rid the world of landmines since a ban was born in 1997, but major challenges, many of them financial, must be overcome to wipe the devices off the planet, a conference in Nairobi heard.",0,104415
334,Body of NBC Official's Son Is Believed Found in Crash The body of a teenager believed to be the son of Dick Ebersol was found Monday in the wreckage of a corporate jet that crashed during takeoff.,1,104728
335,Smith expected to be unveiled by Scotland The SFA have tried to play down speculation Smith (right) had been offered the job on Monday but his appointment would come as little surprise.,1,105041
336,"PM Lee hopes ASEAN will be an Economic Community before 2020 VIENTIENE, Laos: Prime Minister Lee Hsien Loong hopes ASEAN will be able to bring forward the deadline to become an Economic Community before 2020.",0,105354
337,"Hornets' Magloire fined for throwing ball at coach (AFP) AFP - New Orleans Hornets center Jamaal Magloire, who is expected to miss three months of the National Basketball Association season with a dislocated finger, will have to find a way to open his wallet.",1,105667
338,"New Zealand announces initiatives to build links with ASEAN The New Zealand government has agreed to a range of initiatives to build closer ties with the Association of South East Asian Nations (ASEAN), Prime Minister Helen Clark announced Wednesday.",0,105980
339,Harbhajan has South Africa in spin Off-spinner Harbhajan Singh ran through the South African top order to give India a whiff of victory on the fourth day of the second test in Calcutta on Wednesday.,1,106293
340,"No Jeopardy for Jackson Hewitt H R Block rival Jackson Hewitt waits for the tax season, and profits, to arrive.",2,106606
341,"Philips to Nearly Double China R amp;D Staff Dutch electronics firm Philips said on Wednesday it plans to almost double its research and development staff in China to 1,300 over the next 2 years, underscoring the country #39;s growing clout as a technology center.",3,106919
342,"Diplomats: U.N. Lacks Right to Inspect Sites in Iran (Reuters) Reuters - Inspectors from the U.N. nuclear\watchdog would like to visit a military complex in Iran that an\exile group said housed a nuclear weapons site, but they lack\the legal authority to go there, U.N. diplomats said.",0,107232
343,"Sun, Microsoft Say Alliance Paying Off for Interoperability Microsoft and Sun Microsystems say that eight months into their 10-year cooperative alliance, dividends are already being paid in the form of increased interoperability of their products.",3,107545
344,Baer Understands Challenges of ND Coach (AP) AP - Kent Baer knows he has a difficult task as Notre Dame's interim head coach.,1,107858
345,"Fund Raising by Candidates, Parties (AP) AP - Fund raising and spending in the 2003-04 election cycle by President Bush, Democratic rival John Kerry and national party committees:",0,108171
346,"Forecaster Sees Fewer Atlantic Hurricanes in 2005 (Reuters) Reuters - Next year's Atlantic hurricane season\will again be more active than usual but is unlikely to be a\repeat of this year's disaster, a noted storm forecaster said\on Friday.",3,108484
347,"Dominick Guinn and Serguei Liakhovich heavyweight quotes Ballys Atlantic City, in association with Main Events, will present a sensational fight card highlighted by featherweights Rocky Juarez vs.",1,108797
348,"Nintendo DS Sales Get Good Start in US, Japan Nintendo has played down the threat from Sony, saying that Nintendo #39;s strength lies in software and the ability to make games that are easy and fun.",3,109110
349,"Meyer Begins New Era in Florida Football GAINESVILLE, Fla. Dec 7, 2004 - Urban Meyer #39;s eyes widened as he looked around Ben Hill Griffin Stadium. He saw references to the school #39;s six Southeastern Conference titles, two Heisman Trophy winners and the 1996 national championship.",1,109423
350,"Washington list shrinks Boston College football coach Tom O'Brien yesterday emerged as one of two strong candidates for the University of Washington's vacancy after Louisville coach Bobby Petrino and Boise State coach Dan Hawkins, both thought to be on Pac-10 school's short list, removed themselves from consideration.",1,109736
351,"Experts: Men Distort Religion to Justify 'Honour' Killings  STOCKHOLM (Reuters) - Men all over the world distort the  teachings of Islam and Christianity to justify abusing their  wives and daughters, leading to thousands of ""honor"" killings a  year for which courts provide virtual impunity, experts say.",0,110049
352,"Justices wade into wine sales Doug LaVelle, owner of Elmira-based LaVelle Vineyards, says his winery and customers would benefit tremendously if he could ship wine directly to consumers in all 50 states.",2,110362
353,NVidia Will Supply Graphics Chip for New PlayStation NVidia will supply the graphics chip for the successor to the PlayStation 2 games console being developed by Sony Computer Entertainment Inc.,3,110675
354,"IBM Reassures Workers After Milestone Deal IBM will sell its once vaunted personal computer business to Lenovo Group Ltd., the leading computer maker in China.&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;br&gt;&lt;B&gt;-The Washington Post&lt;/b&gt;&lt;/font&gt;",3,110988
355,Car bomber hits central Baghdad A suicide bomber blows up his car near the party headquarters of interim Iraqi Prime Minister Iyad Allawi.,0,111301
356,"Cheetham shadows Els Bruce McDonald, a little-known Zimbabwean, took the first-round lead on 66 in the European Tour #39;s Dunhill Championship at Leopard Creek Country Club.",1,111614
357,"Sale nearly set for NBAs Cavaliers Get INQ7 breaking news on your Smart mobile phone in the Philippines. Send INQ7 BREAKING to 386. CLEVELAND, Ohio, United States of America -- Cleveland Cavaliers owner Gordon Gund is involved in contract talks ",1,111927
358,"Winn-Dixie forces out president In a surprise shake-up, struggling supermarket chain Winn-Dixie Stores Inc. of Jacksonville forced out president and chief executive Frank Lazaran and named Peter L. Lynch, a former Albertsons Inc.",2,112240
359,"Summary Box: Delphi Corp. prepares for tough start to 2005 THE SITUATION: Squeezed by rising materials and health care costs and lower vehicle production, No. 1 auto supplier Delphi Corp. plans to cut 8,500 jobs worldwide next year after eliminating more than 9,000 in 2004.",2,112553
360,"Nextel, Sprint Discuss Merger You didnt read it here first, but its worth noting: Nextel has unique technology that lets them serve businesses who need push-to-talk quite well, but itsa mess of spectrum and ",2,112866
361,Wenger stab at Mourinho Arsenal boss Arsene Wenger insisted he is not surprised by Jose Mourinho turning Chelsea into title contenders - as Claudio Ranieri had already laid the foundations for success.,1,113179
362,"NBA: Pistons Down Celtics, Wizards Beat Hawks  AUBURN HILLS, Mich. (Sports Network) - Rasheed Wallace  racked up 23 points and 12 rebounds and five other Detroit  players scored in double-figures as the Pistons cruised to a  100-88 victory over Boston at the Palace at Auburn Hills.",1,113492
363,Four die in bombing of Israeli checkpoint At least four Israeli soldiers were killed and eight wounded on Sunday in a Palestinian bomb attack on an Israeli checkpoint at the Rafah border terminal on the southern Gaza Strip border with Egypt.,0,113805
364,China to Impose Tariffs on Some Textiles  BEIJING (Reuters) - China will impose tariffs on some  textile exports in a move that may ease frictions with the  United States and others over an expected flood of Chinese  products on world markets after a global quota system expires  at year's end.,2,114118
365,"Delta 4 Liftoff Delayed For At Least Week CAPE CANAVERAL -- Weather and technical conflicts scrapped three planned attempts this weekend to launch the first Delta 4 Heavy from Cape Canaveral Air Force Station, according to a report.",3,114431
366,France pulls plug on Arab network A French court upholds complaints of anti-Semitism against a Lebanese TV station and orders it off the air.,0,114744
367,"Dollar Inches Lower Ahead of U.S. Data  TOKYO (Reuters) - The dollar edged lower on Tuesday as  traders bunkered down ahead of a U.S. interest rate decision  and, later in the week, current account data that could  underscore bearish sentiment on the currency.",2,115057
368,Players wary of settling There is no magic number except for that countdown to Christmas. There are no banners for league titles won in November and December.,1,115370
369,"Toshiba Announces iPod-Ready 80GB Mini Drive Toshiba Corp. announced Tuesday a 80 gigabyte (GB), 1.8-inch hard drive that will set off speculation of a new, higher capacity Apple iPod models later in 2005.",3,115683
370,"United reaches tentative deal with pilots United Airlines, the bankrupt carrier, on Tuesday made its first progress in efforts to achieve a second round of labour cost cuts when it said it had reached a tentative agreement ",2,115996
371,"Iraq to Try Saddam Aides in Election Run-Up  BAGHDAD (Reuters) - Iraq will put some of Saddam Hussein's  top lieutenants on trial next week, a month before a national  election many hope will lay the ghosts of his rule, interim  Prime Minister Iyad Allawi said Tuesday.",0,116309
372,"Mortgage Applications Fell Last Week--MBA (Reuters) Reuters - Applications for U.S. home mortgages\declined last week as refinancing activity fell and mortgage\rates were little changed, an industry group said on Wednesday.",2,116622
373,Phonak appeals license refusal GENEVA -- The Phonak cycling team wants to overturn a decision in which its racing license was denied because of a doping scandal.,1,116935
374,"Airlines may incur US\$5bil loss this year GENEVA: International airlines are heading for a near US\$5bil loss this year, largely due to the rise in oil prices, the industrys global body said on Tuesday.",2,117248
375,"College Basketball: Georgia Tech, Wake Forest Win  ATLANTA (Sports Network) - Isma'il Muhammad scored a  team-high 14 points, Jarrett Jack added 13 and third-ranked  Georgia Tech rolled over James Madison, 72-47, in a non-league  tilt at the Alexander Memorial Coliseum.",1,117561
376,Netherlands CSM Sells Candy Operations Dutch bakery ingredients company CSM NV said Thursday it will sell its candy business to investment company CVC Capital Partners Ltd.,2,117874
377,"IDC: Linux Market Will Surpass \$35 Billion by 2008 The combined worldwide market for desktops, servers and packaged software running on Linux is forecast to grow at a 2003-2008 compound annual growth rate of 25.9 percent worldwide, reaching \$35.7 billion by 2008.",3,118187
378,Many Now Worry AIDS Drug Will Be Halted (AP) AP - Doctors and AIDS activists in Africa are worried governments may halt use of an AIDS drug that has protected thousands of babies from HIV infection in reaction to concerns about the drug's testing and effect on pregnant women.,0,118500
379,"New Zafi-D Worm on the Prowl, Alerts MicroWorld MicroWorld Software has cautioned Internet users about a new malicious worm known as the W32/Zafi-D. According to the antivirus and content security software provider, W32/Zafi-D behaves in a typical worm manner.",3,118813
380,"Will the Yankees Sign Randy Johnson? (New York -WABC, December 17, 2004) - The New York Yankees already are close to completing deals with starting pitchers Carl Pavano and Jaret Wright.",1,119126
381,"EBay Buying Rental Web Site for  #36;415M (AP) AP - In a diversification move, online auctioneer eBay Inc. is buying the privately held Rent.com, which specializes in Internet listings of apartment and house rentals, for about  #36;415 million in stock and cash.",3,119439
382,"Langer batting, Shoaib bowling AUSTRALIAN openers Matthew Hayden and Justin Langer have made a good start on day three of the first cricket Test against Pakistan at the WACA Ground.",1,119752
